date	code	n
2025-06-10	0-L03.019	1
2025-06-10	0-L03.031	1
2025-06-10	0-L03.032	1
2025-06-10	0-L03.039	3
2025-06-10	0-L03.112	1
2025-06-10	0-L03.113	1
2025-06-10	0-L03.114	3
2025-06-10	0-L03.115	6
2025-06-10	0-L03.116	3
2025-06-10	0-L03.119	7
2025-06-10	0-L03.211	6
2025-06-10	0-L03.213	6
2025-06-10	0-L03.221	1
2025-06-10	0-L03.311	1
2025-06-10	0-L03.313	1
2025-06-10	0-L03.314	1
2025-06-10	0-L03.818	2
2025-06-10	0-L03.90	20
2025-06-10	0-L23.7	1
2025-06-10	0-L55.0	1
2025-06-10	0-L55.9	1
2025-06-10	0-L74.0	2
2025-06-10	0-L74.3	1
2025-06-10	0-M62.82	2
2025-06-10	0-M79.89	53
2025-06-10	0-N17.9	21
2025-06-10	0-R41.0	4
2025-06-10	0-R41.82	20
2025-06-10	0-R41.89	2
2025-06-10	0-R41.9	1
2025-06-10	0-R50.83	4
2025-06-10	0-R50.9	75
2025-06-10	0-R53.1	31
2025-06-10	0-R53.81	5
2025-06-10	0-R53.83	21
2025-06-10	0-R55	85
2025-06-10	0-S81.801A	1
2025-06-10	0-S81.809A	1
2025-06-10	0-S81.811A	2
2025-06-10	0-S81.812D	1
2025-06-10	0-S81.819A	1
2025-06-10	0-S81.851A	2
2025-06-10	0-S91.001A	1
2025-06-10	0-S91.011A	1
2025-06-10	0-S91.051A	1
2025-06-10	0-S91.102A	1
2025-06-10	0-S91.111A	1
2025-06-10	0-S91.115A	1
2025-06-10	0-S91.119A	1
2025-06-10	0-S91.201A	1
2025-06-10	0-S91.209A	1
2025-06-10	0-S91.302A	1
2025-06-10	0-S91.312A	2
2025-06-10	0-S91.319A	2
2025-06-10	0-S91.331A	1
2025-06-10	0-S91.339A	1
2025-06-10	0-T67.5XXA	2
2025-06-10	0-W57.XXXA	16
2025-06-10	0-W57.XXXD	1
2025-06-10	0-other	9279
2025-06-10	1-B34.1	1
2025-06-10	1-E86.0	6
2025-06-10	1-E87.0	5
2025-06-10	1-E87.1	13
2025-06-10	1-E87.2	1
2025-06-10	1-E87.20	11
2025-06-10	1-E87.21	1
2025-06-10	1-E87.29	3
2025-06-10	1-E87.5	17
2025-06-10	1-E87.6	9
2025-06-10	1-E87.70	9
2025-06-10	1-H60.10	1
2025-06-10	1-L03.012	1
2025-06-10	1-L03.032	1
2025-06-10	1-L03.113	1
2025-06-10	1-L03.114	2
2025-06-10	1-L03.115	2
2025-06-10	1-L03.116	3
2025-06-10	1-L03.119	2
2025-06-10	1-L03.211	1
2025-06-10	1-L03.213	1
2025-06-10	1-L03.90	6
2025-06-10	1-M62.82	4
2025-06-10	1-M79.89	8
2025-06-10	1-N17.9	41
2025-06-10	1-R41.0	7
2025-06-10	1-R41.3	1
2025-06-10	1-R41.82	28
2025-06-10	1-R41.89	1
2025-06-10	1-R50.9	14
2025-06-10	1-R53.1	28
2025-06-10	1-R53.83	6
2025-06-10	1-R55	32
2025-06-10	1-S81.801A	1
2025-06-10	1-S81.802A	2
2025-06-10	1-S91.309A	2
2025-06-10	1-other	1855
2025-06-11	0-B08.1	1
2025-06-11	0-B08.20	1
2025-06-11	0-B08.3	2
2025-06-11	0-B08.4	34
2025-06-11	0-B08.5	5
2025-06-11	0-B34.1	16
2025-06-11	0-B97.10	1
2025-06-11	0-E86	1
2025-06-11	0-E86.0	24
2025-06-11	0-E86.1	1
2025-06-11	0-E86.9	1
2025-06-11	0-E87.1	3
2025-06-11	0-E87.29	1
2025-06-11	0-E87.5	8
2025-06-11	0-E87.6	14
2025-06-11	0-E87.70	1
2025-06-11	0-E87.79	1
2025-06-11	0-E87.8	1
2025-06-11	0-H60.311	2
2025-06-11	0-H60.312	2
2025-06-11	0-H60.322	1
2025-06-11	0-H60.391	2
2025-06-11	0-H60.392	1
2025-06-11	0-H60.393	1
2025-06-11	0-H60.501	5
2025-06-11	0-H60.502	8
2025-06-11	0-H60.509	1
2025-06-11	0-H60.591	1
2025-06-11	0-H60.8X2	1
2025-06-11	0-H60.90	5
2025-06-11	0-H60.92	1
2025-06-11	0-H60.93	2
2025-06-11	0-L03.011	6
2025-06-11	0-L03.012	3
2025-06-11	0-L03.019	5
2025-06-11	0-L03.113	5
2025-06-11	0-L03.114	3
2025-06-11	0-L03.115	14
2025-06-11	0-L03.116	11
2025-06-11	0-L03.119	5
2025-06-11	0-L03.211	4
2025-06-11	0-L03.213	12
2025-06-11	0-L03.221	2
2025-06-11	0-L03.311	1
2025-06-11	0-L03.312	1
2025-06-11	0-L03.313	1
2025-06-11	0-L03.317	3
2025-06-11	0-L03.818	1
2025-06-11	0-L03.90	22
2025-06-11	0-L23.7	1
2025-06-11	0-L55.0	1
2025-06-11	0-L55.9	1
2025-06-11	0-M62.82	2
2025-06-11	0-M79.89	48
2025-06-11	0-N17.9	16
2025-06-11	0-R41.0	6
2025-06-11	0-R41.3	2
2025-06-11	0-R41.82	17
2025-06-11	0-R41.83	1
2025-06-11	0-R41.89	2
2025-06-11	0-R41.9	1
2025-06-11	0-R50.81	1
2025-06-11	0-R50.83	1
2025-06-11	0-R50.9	79
2025-06-11	0-R53.1	38
2025-06-11	0-R53.81	6
2025-06-11	0-R53.82	1
2025-06-11	0-R53.83	19
2025-06-11	0-R55	125
2025-06-11	0-S81.801D	1
2025-06-11	0-S81.811A	3
2025-06-11	0-S81.812A	1
2025-06-11	0-S81.819A	1
2025-06-11	0-S81.852A	1
2025-06-11	0-S91.012A	1
2025-06-11	0-S91.101A	1
2025-06-11	0-S91.112A	1
2025-06-11	0-S91.115A	1
2025-06-11	0-S91.119A	1
2025-06-11	0-S91.119D	1
2025-06-11	0-S91.209A	3
2025-06-11	0-S91.301A	1
2025-06-11	0-S91.311A	3
2025-06-11	0-S91.312A	2
2025-06-11	0-S91.319A	1
2025-06-11	0-S91.339A	1
2025-06-11	0-T67.1XXA	1
2025-06-11	0-T67.5XXA	1
2025-06-11	0-W57.XXXA	26
2025-06-11	0-other	9463
2025-06-11	1-B34.1	1
2025-06-11	1-E86.0	10
2025-06-11	1-E86.1	1
2025-06-11	1-E87.0	1
2025-06-11	1-E87.1	12
2025-06-11	1-E87.20	6
2025-06-11	1-E87.29	2
2025-06-11	1-E87.5	15
2025-06-11	1-E87.6	9
2025-06-11	1-E87.70	3
2025-06-11	1-E87.79	1
2025-06-11	1-E87.8	1
2025-06-11	1-L03.019	1
2025-06-11	1-L03.113	4
2025-06-11	1-L03.115	4
2025-06-11	1-L03.116	4
2025-06-11	1-L03.119	1
2025-06-11	1-L03.211	1
2025-06-11	1-L03.213	1
2025-06-11	1-L03.315	1
2025-06-11	1-L03.90	14
2025-06-11	1-M62.82	3
2025-06-11	1-M79.89	13
2025-06-11	1-N17.8	1
2025-06-11	1-N17.9	42
2025-06-11	1-R41.0	1
2025-06-11	1-R41.3	2
2025-06-11	1-R41.82	25
2025-06-11	1-R41.89	1
2025-06-11	1-R50.81	1
2025-06-11	1-R50.9	18
2025-06-11	1-R53.1	23
2025-06-11	1-R53.81	6
2025-06-11	1-R53.83	6
2025-06-11	1-R55	36
2025-06-11	1-S81.802A	1
2025-06-11	1-S91.102A	1
2025-06-11	1-S91.309A	1
2025-06-11	1-S91.331S	1
2025-06-11	1-T67.1XXA	1
2025-06-11	1-T67.1XXD	1
2025-06-11	1-other	1831
2025-06-12	0-B08.4	42
2025-06-12	0-B08.5	7
2025-06-12	0-B34.1	18
2025-06-12	0-E86	2
2025-06-12	0-E86.0	20
2025-06-12	0-E86.9	2
2025-06-12	0-E87.0	1
2025-06-12	0-E87.1	4
2025-06-12	0-E87.2	1
2025-06-12	0-E87.20	2
2025-06-12	0-E87.3	1
2025-06-12	0-E87.5	17
2025-06-12	0-E87.6	11
2025-06-12	0-E87.70	2
2025-06-12	0-E87.79	1
2025-06-12	0-E87.8	2
2025-06-12	0-H60.12	1
2025-06-12	0-H60.312	1
2025-06-12	0-H60.332	1
2025-06-12	0-H60.392	1
2025-06-12	0-H60.501	5
2025-06-12	0-H60.502	7
2025-06-12	0-H60.503	3
2025-06-12	0-H60.90	8
2025-06-12	0-H60.91	1
2025-06-12	0-H60.92	1
2025-06-12	0-H60.93	2
2025-06-12	0-L03.011	7
2025-06-12	0-L03.012	3
2025-06-12	0-L03.019	1
2025-06-12	0-L03.032	2
2025-06-12	0-L03.039	3
2025-06-12	0-L03.111	1
2025-06-12	0-L03.113	1
2025-06-12	0-L03.114	4
2025-06-12	0-L03.115	7
2025-06-12	0-L03.116	10
2025-06-12	0-L03.119	7
2025-06-12	0-L03.211	3
2025-06-12	0-L03.213	4
2025-06-12	0-L03.314	1
2025-06-12	0-L03.316	1
2025-06-12	0-L03.317	1
2025-06-12	0-L03.90	21
2025-06-12	0-L23.7	7
2025-06-12	0-L55.1	1
2025-06-12	0-L74.0	1
2025-06-12	0-M62.82	4
2025-06-12	0-M79.81	1
2025-06-12	0-M79.89	40
2025-06-12	0-N17.9	21
2025-06-12	0-R41.0	4
2025-06-12	0-R41.3	3
2025-06-12	0-R41.82	22
2025-06-12	0-R41.89	2
2025-06-12	0-R50.81	1
2025-06-12	0-R50.83	3
2025-06-12	0-R50.9	76
2025-06-12	0-R53.1	41
2025-06-12	0-R53.81	4
2025-06-12	0-R53.83	13
2025-06-12	0-R55	98
2025-06-12	0-S81.801A	1
2025-06-12	0-S81.811A	4
2025-06-12	0-S81.812A	2
2025-06-12	0-S81.819A	4
2025-06-12	0-S81.851A	2
2025-06-12	0-S91.001A	1
2025-06-12	0-S91.012A	2
2025-06-12	0-S91.209A	3
2025-06-12	0-S91.219A	1
2025-06-12	0-S91.234A	1
2025-06-12	0-S91.311A	4
2025-06-12	0-S91.331A	1
2025-06-12	0-T67.1XXA	4
2025-06-12	0-T67.5XXA	4
2025-06-12	0-T67.9XXA	1
2025-06-12	0-W57.XXXA	19
2025-06-12	0-other	9161
2025-06-12	1-B34.1	1
2025-06-12	1-E86.0	11
2025-06-12	1-E86.1	1
2025-06-12	1-E87.0	5
2025-06-12	1-E87.1	25
2025-06-12	1-E87.20	13
2025-06-12	1-E87.29	2
2025-06-12	1-E87.4	1
2025-06-12	1-E87.5	9
2025-06-12	1-E87.6	6
2025-06-12	1-E87.70	8
2025-06-12	1-E87.8	4
2025-06-12	1-L03.019	1
2025-06-12	1-L03.031	1
2025-06-12	1-L03.113	2
2025-06-12	1-L03.115	2
2025-06-12	1-L03.116	3
2025-06-12	1-L03.119	4
2025-06-12	1-L03.211	1
2025-06-12	1-L03.311	1
2025-06-12	1-L03.90	10
2025-06-12	1-M62.82	2
2025-06-12	1-M79.89	12
2025-06-12	1-N17.9	53
2025-06-12	1-R41.0	2
2025-06-12	1-R41.3	1
2025-06-12	1-R41.82	43
2025-06-12	1-R41.89	3
2025-06-12	1-R50.2	1
2025-06-12	1-R50.81	2
2025-06-12	1-R50.9	21
2025-06-12	1-R53.1	18
2025-06-12	1-R53.81	2
2025-06-12	1-R53.83	7
2025-06-12	1-R55	37
2025-06-12	1-S81.801A	1
2025-06-12	1-S81.812A	1
2025-06-12	1-S81.831A	1
2025-06-12	1-S91.001A	1
2025-06-12	1-S91.301A	1
2025-06-12	1-T67.01XA	4
2025-06-12	1-other	1869
2025-06-13	0-B08.1	1
2025-06-13	0-B08.4	32
2025-06-13	0-B08.5	2
2025-06-13	0-B34.1	5
2025-06-13	0-B97.11	1
2025-06-13	0-E86	1
2025-06-13	0-E86.0	25
2025-06-13	0-E87.0	1
2025-06-13	0-E87.1	9
2025-06-13	0-E87.20	2
2025-06-13	0-E87.5	9
2025-06-13	0-E87.6	13
2025-06-13	0-E87.70	3
2025-06-13	0-H60.02	2
2025-06-13	0-H60.12	1
2025-06-13	0-H60.312	1
2025-06-13	0-H60.391	1
2025-06-13	0-H60.501	3
2025-06-13	0-H60.502	5
2025-06-13	0-H60.509	2
2025-06-13	0-H60.60	1
2025-06-13	0-H60.90	6
2025-06-13	0-H60.91	4
2025-06-13	0-H60.92	2
2025-06-13	0-L03.011	4
2025-06-13	0-L03.012	5
2025-06-13	0-L03.019	2
2025-06-13	0-L03.032	2
2025-06-13	0-L03.039	2
2025-06-13	0-L03.113	3
2025-06-13	0-L03.114	2
2025-06-13	0-L03.115	14
2025-06-13	0-L03.116	10
2025-06-13	0-L03.119	7
2025-06-13	0-L03.211	3
2025-06-13	0-L03.213	10
2025-06-13	0-L03.221	2
2025-06-13	0-L03.311	3
2025-06-13	0-L03.312	1
2025-06-13	0-L03.316	1
2025-06-13	0-L03.90	21
2025-06-13	0-L23.7	3
2025-06-13	0-L74.0	4
2025-06-13	0-M62.82	1
2025-06-13	0-M79.89	44
2025-06-13	0-N17.9	19
2025-06-13	0-R41.0	1
2025-06-13	0-R41.3	2
2025-06-13	0-R41.82	22
2025-06-13	0-R41.89	1
2025-06-13	0-R50.82	1
2025-06-13	0-R50.9	81
2025-06-13	0-R53	1
2025-06-13	0-R53.1	44
2025-06-13	0-R53.81	5
2025-06-13	0-R53.83	19
2025-06-13	0-R55	82
2025-06-13	0-S81.802A	3
2025-06-13	0-S81.811A	2
2025-06-13	0-S81.812A	2
2025-06-13	0-S81.819A	3
2025-06-13	0-S81.851A	1
2025-06-13	0-S91.009A	1
2025-06-13	0-S91.019A	1
2025-06-13	0-S91.052A	1
2025-06-13	0-S91.059A	1
2025-06-13	0-S91.102A	1
2025-06-13	0-S91.115A	1
2025-06-13	0-S91.209A	1
2025-06-13	0-S91.311A	4
2025-06-13	0-S91.319A	1
2025-06-13	0-S91.342A	1
2025-06-13	0-T67.5XXA	1
2025-06-13	0-W57.XXXA	19
2025-06-13	0-other	8584
2025-06-13	1-E86.0	8
2025-06-13	1-E86.1	1
2025-06-13	1-E87.0	2
2025-06-13	1-E87.1	13
2025-06-13	1-E87.20	3
2025-06-13	1-E87.21	1
2025-06-13	1-E87.29	2
2025-06-13	1-E87.4	1
2025-06-13	1-E87.5	13
2025-06-13	1-E87.6	6
2025-06-13	1-E87.70	2
2025-06-13	1-E87.8	1
2025-06-13	1-L03.012	1
2025-06-13	1-L03.115	6
2025-06-13	1-L03.116	4
2025-06-13	1-L03.119	3
2025-06-13	1-L03.211	1
2025-06-13	1-L03.311	1
2025-06-13	1-L03.90	10
2025-06-13	1-M62.82	3
2025-06-13	1-M79.89	8
2025-06-13	1-N17.0	1
2025-06-13	1-N17.9	41
2025-06-13	1-R41.0	2
2025-06-13	1-R41.3	1
2025-06-13	1-R41.82	35
2025-06-13	1-R41.89	1
2025-06-13	1-R50.81	1
2025-06-13	1-R50.9	22
2025-06-13	1-R53.1	23
2025-06-13	1-R53.2	1
2025-06-13	1-R53.81	1
2025-06-13	1-R53.83	2
2025-06-13	1-R55	43
2025-06-13	1-S81.809A	1
2025-06-13	1-other	1839
2025-06-14	0-B08.20	1
2025-06-14	0-B08.4	55
2025-06-14	0-B08.5	4
2025-06-14	0-B34.1	9
2025-06-14	0-B97.11	1
2025-06-14	0-E86	1
2025-06-14	0-E86.0	12
2025-06-14	0-E87.0	1
2025-06-14	0-E87.1	7
2025-06-14	0-E87.5	8
2025-06-14	0-E87.6	9
2025-06-14	0-E87.70	2
2025-06-14	0-E87.79	1
2025-06-14	0-E87.8	1
2025-06-14	0-H60.01	1
2025-06-14	0-H60.02	1
2025-06-14	0-H60.22	1
2025-06-14	0-H60.312	1
2025-06-14	0-H60.332	1
2025-06-14	0-H60.391	2
2025-06-14	0-H60.392	1
2025-06-14	0-H60.501	6
2025-06-14	0-H60.502	7
2025-06-14	0-H60.90	6
2025-06-14	0-H60.91	2
2025-06-14	0-H60.92	1
2025-06-14	0-L03.011	4
2025-06-14	0-L03.012	8
2025-06-14	0-L03.019	3
2025-06-14	0-L03.031	2
2025-06-14	0-L03.032	1
2025-06-14	0-L03.039	1
2025-06-14	0-L03.113	3
2025-06-14	0-L03.114	5
2025-06-14	0-L03.115	7
2025-06-14	0-L03.116	7
2025-06-14	0-L03.119	8
2025-06-14	0-L03.211	4
2025-06-14	0-L03.213	5
2025-06-14	0-L03.221	1
2025-06-14	0-L03.313	1
2025-06-14	0-L03.315	1
2025-06-14	0-L03.317	4
2025-06-14	0-L03.818	1
2025-06-14	0-L03.90	16
2025-06-14	0-L23.7	2
2025-06-14	0-L74.0	3
2025-06-14	0-L74.3	2
2025-06-14	0-M62.82	2
2025-06-14	0-M79.89	42
2025-06-14	0-N17.9	15
2025-06-14	0-R41.0	2
2025-06-14	0-R41.3	2
2025-06-14	0-R41.82	22
2025-06-14	0-R41.840	2
2025-06-14	0-R41.89	4
2025-06-14	0-R50.81	2
2025-06-14	0-R50.83	1
2025-06-14	0-R50.9	91
2025-06-14	0-R53.1	18
2025-06-14	0-R53.81	2
2025-06-14	0-R53.83	7
2025-06-14	0-R55	84
2025-06-14	0-S81.801A	1
2025-06-14	0-S81.802A	1
2025-06-14	0-S81.811A	4
2025-06-14	0-S81.812A	1
2025-06-14	0-S81.819A	3
2025-06-14	0-S91.105A	1
2025-06-14	0-S91.114A	1
2025-06-14	0-S91.115A	1
2025-06-14	0-S91.209A	1
2025-06-14	0-S91.301A	1
2025-06-14	0-S91.309A	1
2025-06-14	0-S91.311A	3
2025-06-14	0-S91.312A	4
2025-06-14	0-S91.319A	1
2025-06-14	0-S91.331A	1
2025-06-14	0-W57.XXXA	17
2025-06-14	0-other	7832
2025-06-14	1-E86.0	5
2025-06-14	1-E87.0	1
2025-06-14	1-E87.1	8
2025-06-14	1-E87.20	7
2025-06-14	1-E87.29	2
2025-06-14	1-E87.3	1
2025-06-14	1-E87.5	3
2025-06-14	1-E87.6	7
2025-06-14	1-E87.70	2
2025-06-14	1-L03.019	1
2025-06-14	1-L03.114	2
2025-06-14	1-L03.115	1
2025-06-14	1-L03.116	3
2025-06-14	1-L03.119	5
2025-06-14	1-L03.213	1
2025-06-14	1-L03.314	1
2025-06-14	1-L03.90	4
2025-06-14	1-M79.89	11
2025-06-14	1-N17.9	24
2025-06-14	1-R41.0	3
2025-06-14	1-R41.82	20
2025-06-14	1-R41.840	1
2025-06-14	1-R41.89	1
2025-06-14	1-R50.9	10
2025-06-14	1-R53.1	18
2025-06-14	1-R53.2	1
2025-06-14	1-R53.81	2
2025-06-14	1-R53.82	1
2025-06-14	1-R53.83	3
2025-06-14	1-R55	34
2025-06-14	1-S81.802A	1
2025-06-14	1-S81.811A	1
2025-06-14	1-S81.812A	1
2025-06-14	1-other	1478
2025-06-15	0-B08.4	41
2025-06-15	0-B08.5	6
2025-06-15	0-B34.1	7
2025-06-15	0-E86.0	11
2025-06-15	0-E87.1	5
2025-06-15	0-E87.20	1
2025-06-15	0-E87.29	1
2025-06-15	0-E87.5	4
2025-06-15	0-E87.6	7
2025-06-15	0-E87.70	1
2025-06-15	0-H60.02	1
2025-06-15	0-H60.11	1
2025-06-15	0-H60.391	3
2025-06-15	0-H60.501	5
2025-06-15	0-H60.502	10
2025-06-15	0-H60.61	1
2025-06-15	0-H60.90	5
2025-06-15	0-H60.91	3
2025-06-15	0-H60.92	2
2025-06-15	0-H60.93	1
2025-06-15	0-L03.011	7
2025-06-15	0-L03.012	2
2025-06-15	0-L03.019	4
2025-06-15	0-L03.031	1
2025-06-15	0-L03.032	3
2025-06-15	0-L03.039	2
2025-06-15	0-L03.113	1
2025-06-15	0-L03.114	3
2025-06-15	0-L03.115	4
2025-06-15	0-L03.116	9
2025-06-15	0-L03.119	1
2025-06-15	0-L03.211	1
2025-06-15	0-L03.213	8
2025-06-15	0-L03.316	2
2025-06-15	0-L03.811	1
2025-06-15	0-L03.818	2
2025-06-15	0-L03.90	27
2025-06-15	0-L23.7	1
2025-06-15	0-L55.0	1
2025-06-15	0-L74.0	2
2025-06-15	0-M79.89	28
2025-06-15	0-N17.9	15
2025-06-15	0-R41.0	2
2025-06-15	0-R41.3	2
2025-06-15	0-R41.82	12
2025-06-15	0-R50.81	1
2025-06-15	0-R50.83	1
2025-06-15	0-R50.9	84
2025-06-15	0-R53	1
2025-06-15	0-R53.1	13
2025-06-15	0-R53.81	3
2025-06-15	0-R53.83	11
2025-06-15	0-R55	77
2025-06-15	0-S81.801A	1
2025-06-15	0-S81.802D	1
2025-06-15	0-S81.809A	1
2025-06-15	0-S81.812A	1
2025-06-15	0-S91.109A	2
2025-06-15	0-S91.115A	1
2025-06-15	0-S91.116A	1
2025-06-15	0-S91.209A	1
2025-06-15	0-S91.319A	1
2025-06-15	0-T67.1XXA	1
2025-06-15	0-W57.XXXA	17
2025-06-15	0-other	7342
2025-06-15	1-B08.4	1
2025-06-15	1-E86.0	8
2025-06-15	1-E87.0	1
2025-06-15	1-E87.1	14
2025-06-15	1-E87.20	3
2025-06-15	1-E87.21	1
2025-06-15	1-E87.29	2
2025-06-15	1-E87.5	10
2025-06-15	1-E87.6	4
2025-06-15	1-E87.70	3
2025-06-15	1-E87.79	1
2025-06-15	1-E87.8	2
2025-06-15	1-L03.011	1
2025-06-15	1-L03.113	1
2025-06-15	1-L03.115	3
2025-06-15	1-L03.213	1
2025-06-15	1-L03.818	1
2025-06-15	1-L03.90	3
2025-06-15	1-M62.82	5
2025-06-15	1-M79.89	6
2025-06-15	1-N17.9	21
2025-06-15	1-R41.0	4
2025-06-15	1-R41.3	1
2025-06-15	1-R41.82	25
2025-06-15	1-R50.81	2
2025-06-15	1-R50.9	19
2025-06-15	1-R53.1	14
2025-06-15	1-R53.2	1
2025-06-15	1-R53.81	4
2025-06-15	1-R53.83	1
2025-06-15	1-R55	22
2025-06-15	1-S91.001A	1
2025-06-15	1-W57.XXXA	1
2025-06-15	1-W57.XXXD	1
2025-06-15	1-other	1659
2025-06-16	0-B08.1	2
2025-06-16	0-B08.3	1
2025-06-16	0-B08.4	52
2025-06-16	0-B08.5	3
2025-06-16	0-B34.1	11
2025-06-16	0-B97.11	1
2025-06-16	0-E86.0	14
2025-06-16	0-E87.1	12
2025-06-16	0-E87.20	2
2025-06-16	0-E87.29	1
2025-06-16	0-E87.5	10
2025-06-16	0-E87.6	12
2025-06-16	0-E87.70	3
2025-06-16	0-E87.8	2
2025-06-16	0-H60.00	1
2025-06-16	0-H60.11	1
2025-06-16	0-H60.312	1
2025-06-16	0-H60.332	1
2025-06-16	0-H60.392	2
2025-06-16	0-H60.393	1
2025-06-16	0-H60.399	1
2025-06-16	0-H60.501	2
2025-06-16	0-H60.502	4
2025-06-16	0-H60.503	2
2025-06-16	0-H60.592	1
2025-06-16	0-H60.90	8
2025-06-16	0-H60.91	2
2025-06-16	0-H60.92	1
2025-06-16	0-H60.93	1
2025-06-16	0-L03.011	8
2025-06-16	0-L03.012	6
2025-06-16	0-L03.019	3
2025-06-16	0-L03.031	3
2025-06-16	0-L03.032	3
2025-06-16	0-L03.111	1
2025-06-16	0-L03.113	1
2025-06-16	0-L03.114	4
2025-06-16	0-L03.115	11
2025-06-16	0-L03.116	12
2025-06-16	0-L03.119	2
2025-06-16	0-L03.211	5
2025-06-16	0-L03.213	15
2025-06-16	0-L03.311	2
2025-06-16	0-L03.312	2
2025-06-16	0-L03.313	1
2025-06-16	0-L03.314	1
2025-06-16	0-L03.317	1
2025-06-16	0-L03.811	2
2025-06-16	0-L03.818	1
2025-06-16	0-L03.90	26
2025-06-16	0-L23.7	1
2025-06-16	0-L55.9	1
2025-06-16	0-L74.0	1
2025-06-16	0-L74.3	1
2025-06-16	0-M62.82	3
2025-06-16	0-M79.89	45
2025-06-16	0-N17.9	17
2025-06-16	0-R41.0	4
2025-06-16	0-R41.3	3
2025-06-16	0-R41.4	1
2025-06-16	0-R41.82	16
2025-06-16	0-R41.89	2
2025-06-16	0-R41.9	1
2025-06-16	0-R50.81	1
2025-06-16	0-R50.9	73
2025-06-16	0-R53.1	46
2025-06-16	0-R53.81	6
2025-06-16	0-R53.83	17
2025-06-16	0-R55	107
2025-06-16	0-S81.801A	4
2025-06-16	0-S81.802A	1
2025-06-16	0-S81.802D	1
2025-06-16	0-S81.809A	1
2025-06-16	0-S81.811A	1
2025-06-16	0-S81.812A	4
2025-06-16	0-S81.819A	1
2025-06-16	0-S81.851A	1
2025-06-16	0-S81.852A	2
2025-06-16	0-S91.011A	1
2025-06-16	0-S91.111A	1
2025-06-16	0-S91.112A	1
2025-06-16	0-S91.119A	1
2025-06-16	0-S91.215A	1
2025-06-16	0-S91.311A	1
2025-06-16	0-S91.319A	1
2025-06-16	0-S91.351A	1
2025-06-16	0-T67.1XXA	1
2025-06-16	0-T67.5XXA	1
2025-06-16	0-W57.XXXA	24
2025-06-16	0-W57.XXXD	1
2025-06-16	0-other	10123
2025-06-16	1-B08.4	2
2025-06-16	1-E86.0	11
2025-06-16	1-E87.0	4
2025-06-16	1-E87.1	13
2025-06-16	1-E87.20	8
2025-06-16	1-E87.29	3
2025-06-16	1-E87.5	12
2025-06-16	1-E87.6	7
2025-06-16	1-E87.70	6
2025-06-16	1-E87.8	1
2025-06-16	1-H60.90	1
2025-06-16	1-L03.012	1
2025-06-16	1-L03.113	2
2025-06-16	1-L03.114	2
2025-06-16	1-L03.115	5
2025-06-16	1-L03.116	3
2025-06-16	1-L03.119	2
2025-06-16	1-L03.213	2
2025-06-16	1-L03.317	1
2025-06-16	1-L03.90	6
2025-06-16	1-M62.82	3
2025-06-16	1-M79.89	10
2025-06-16	1-N17.0	1
2025-06-16	1-N17.9	35
2025-06-16	1-R41.0	3
2025-06-16	1-R41.3	1
2025-06-16	1-R41.82	34
2025-06-16	1-R41.89	3
2025-06-16	1-R50.81	3
2025-06-16	1-R50.9	26
2025-06-16	1-R53.0	1
2025-06-16	1-R53.1	21
2025-06-16	1-R53.2	1
2025-06-16	1-R53.81	5
2025-06-16	1-R53.83	4
2025-06-16	1-R55	35
2025-06-16	1-S81.802A	2
2025-06-16	1-S81.802S	1
2025-06-16	1-S91.301A	1
2025-06-16	1-S91.309A	1
2025-06-16	1-other	2035
2025-06-17	0-B08.4	59
2025-06-17	0-B08.5	5
2025-06-17	0-B34.1	16
2025-06-17	0-E86.0	18
2025-06-17	0-E87.1	7
2025-06-17	0-E87.20	1
2025-06-17	0-E87.29	1
2025-06-17	0-E87.5	13
2025-06-17	0-E87.6	7
2025-06-17	0-E87.70	2
2025-06-17	0-H60.00	1
2025-06-17	0-H60.01	1
2025-06-17	0-H60.02	3
2025-06-17	0-H60.11	2
2025-06-17	0-H60.311	1
2025-06-17	0-H60.312	1
2025-06-17	0-H60.332	1
2025-06-17	0-H60.391	2
2025-06-17	0-H60.392	2
2025-06-17	0-H60.501	1
2025-06-17	0-H60.502	3
2025-06-17	0-H60.509	1
2025-06-17	0-H60.542	1
2025-06-17	0-H60.90	11
2025-06-17	0-H60.91	1
2025-06-17	0-H60.92	2
2025-06-17	0-L03.011	4
2025-06-17	0-L03.012	3
2025-06-17	0-L03.019	1
2025-06-17	0-L03.031	4
2025-06-17	0-L03.032	1
2025-06-17	0-L03.039	1
2025-06-17	0-L03.113	3
2025-06-17	0-L03.114	1
2025-06-17	0-L03.115	8
2025-06-17	0-L03.116	4
2025-06-17	0-L03.119	1
2025-06-17	0-L03.211	3
2025-06-17	0-L03.213	5
2025-06-17	0-L03.317	1
2025-06-17	0-L03.818	1
2025-06-17	0-L03.90	20
2025-06-17	0-L23.7	1
2025-06-17	0-L55.9	1
2025-06-17	0-M62.82	2
2025-06-17	0-M79.89	58
2025-06-17	0-N17.9	17
2025-06-17	0-R41.0	2
2025-06-17	0-R41.3	5
2025-06-17	0-R41.82	17
2025-06-17	0-R41.89	1
2025-06-17	0-R41.9	1
2025-06-17	0-R50.9	77
2025-06-17	0-R53.1	36
2025-06-17	0-R53.81	2
2025-06-17	0-R53.82	1
2025-06-17	0-R53.83	11
2025-06-17	0-R55	86
2025-06-17	0-S81.801A	2
